source,method,fold,seed,tau_overlap,tau_dual,AP50,smoke_AP50,fire_AP50,person_AP50,delta_AP50_vs_rgb,acceptance_ratio,notes
R-Fuse,rfuse_rule_v1,1,42,0.5,0.05,0.2177553512811309,0.0,0.6532660538433928,0.0,0.14584523324513182,0.3518278174345663,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.05,0.2179985859422304,0.0,0.6539957578266912,0.0,0.1460884679062313,0.35236859182349123,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.05,0.20440838357604388,0.0,0.6132251507281317,0.0,0.1324982655400448,0.3212199870214147,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.05,0.21221250234030242,0.0,0.6366375070209073,0.0,0.14030238430430336,0.3353882760112481,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.05,0.21633390964481372,0.0,0.6490017289344412,0.0,0.14442379160881463,0.3427428077006273,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.05,0.21654421740758142,0.0,0.6496326522227442,0.0,0.14463409937158234,0.34328358208955223,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.05,0.2034045725785868,0.0,0.6102137177357604,0.0,0.13149445454258774,0.3147306943543154,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.05,0.21066245559682725,0.0,0.6319873667904817,0.0,0.13875233756082817,0.32868267358857883,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.05,0.21506159745034348,0.0,0.6451847923510304,0.0,0.14315147941434442,0.33592905040017307,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.05,0.21532810376162403,0.0,0.6459843112848721,0.0,0.14341798572562497,0.336469824789098,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.1,0.20235278882383742,0.0,0.6070583664715122,0.0,0.13044267078783833,0.308998485831711,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.1,0.2099990350725005,0.0,0.6299971052175015,0.0,0.13808891703650145,0.32197707116590957,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.1,0.2137864418864821,0.0,0.6413593256594463,0.0,0.14187632385048304,0.3283582089552239,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.1,0.21388057014248654,0.0,0.6416417104274597,0.0,0.14197045210648745,0.32868267358857883,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.1,0.20235278882383742,0.0,0.6070583664715122,0.0,0.13044267078783833,0.30889033095392604,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.1,0.2099990350725005,0.0,0.6299971052175015,0.0,0.13808891703650145,0.3218689162881246,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.1,0.2137864418864821,0.0,0.6413593256594463,0.0,0.14187632385048304,0.3282500540774389,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.1,0.21388057014248654,0.0,0.6416417104274597,0.0,0.14197045210648745,0.32857451871079385,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.1,0.2023845619697292,0.0,0.6071536859091876,0.0,0.13047444393373014,0.30780878217607616,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.1,0.21004364310427473,0.0,0.6301309293128242,0.0,0.13813352506827564,0.3207873675102747,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.1,0.21381927532463738,0.0,0.6414578259739121,0.0,0.1419091572886383,0.327168505299589,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.1,0.21386200099556743,0.0,0.6415860029867023,0.0,0.14195188295956834,0.32749296993294397,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.1,0.20148375074209202,0.0,0.604451252226276,0.0,0.12957363270609296,0.3016439541423318,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.1,0.20884262368793138,0.0,0.6265278710637942,0.0,0.13693250565193232,0.31440622972096044,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.1,0.21247232035956543,0.0,0.6374169610786963,0.0,0.14056220232356637,0.3206792126324897,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.1,0.21261833275779643,0.0,0.6378549982733893,0.0,0.14070821472179734,0.32100367726584467,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.1,0.2030993337650616,0.0,0.6092980012951847,0.0,0.1311892157290625,0.31051265412070084,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.1,0.21073248182223014,0.0,0.6321974454666904,0.0,0.13882236378623108,0.32349123945489944,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.1,0.21450376898350246,0.0,0.6435113069505074,0.0,0.14259365094750337,0.3298723772442137,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.1,0.21463189571941568,0.0,0.6438956871582471,0.0,0.1427217776834166,0.3301968418775687,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.1,0.20310081909237124,0.0,0.6093024572771137,0.0,0.13119070105637215,0.31040449924291585,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.1,0.21073248182223014,0.0,0.6321974454666904,0.0,0.13882236378623108,0.32338308457711445,R-Fuse rule v1
R-Fuse,rfuse_rule_v1,1,42,0.5,0.1,0.21450376898350246,0.0,0.6435113069505074,0.0,0.14259365094750337,0.3297642223664287,R-Fuse rule v1
